X1,X2,y
-0.6929046351,1.444635947,1
2.351908175,1.030611497,1
1.564154384,1.322398794,1
1.490390965,1.132917389,1
5.247241742,2.749614239,1
2.363730978,1.607502583,1
2.240716348,1.981935045,1
-1.887562499,-0.2261255971,1
1.101873567,2.128451907,1
-1.883403094,0.5454297974,1
0.7503894483,2.09909463,1
0.06150249539,2.861570801,1
-1.137717192,0.9572675912,1
0.565011407,-0.0553722776,1
-1.411814694,2.834739613,1
-1.247967707,1.862994467,1
-0.2362290284,0.9102192853,1
4.948351635,3.984936687,1
-0.4049767714,0.4975034167,1
1.438912548,1.803045664,1
4.71145338,0.4016219856,1
2.438944051,2.813029559,1
1.862594913,0.09521507584,1
1.741795805,1.015548285,1
-0.8563907008,-0.1527211779,1
1.470535049,2.065015232,1
2.482911163,1.00047599,1
-1.095852225,0.2846616095,1
0.5363592141,1.252651128,1
-0.02651896033,1.880322957,1
2.546365595,2.103919508,1
2.521763687,1.926882061,1
1.801720522,1.816857364,1
1.175948365,0.7245354491,1
-0.3022525173,-0.4671998276,1
-3.673980421,-0.8544702738,1
0.8755180911,0.4467407779,1
4.028307216,1.267545933,1
4.156107446,3.004718708,1
0.7891019227,0.556733656,1
-1.340839292,1.898811193,1
2.015591965,1.508645898,1
-0.7276303273,2.846488271,1
0.8065559411,0.8329521591,1
-0.03793590979,0.9821056083,1
-1.143294294,-0.3379813144,1
1.32881084,0.120600173,1
2.676395053,0.7921426724,1
0.9003549324,1.248008676,1
2.352492919,2.69194337,1
2.930943953,1.208791617,1
-3.565398193,0.6331945712,1
2.953108587,1.176145395,1
-1.361333027,2.193684712,1
2.585288885,3.315149621,1
1.644768664,1.693589248,1
0.172827895,2.454012181,1
0.7771371665,1.242669201,1
0.1854565496,1.298871361,1
2.779299243,2.232614091,1
1.468709564,0.5630947502,1
-1.1064295,1.953730421,1
-0.6646898245,1.61810022,1
2.034605453,1.368363773,1
0.7341541,0.8834177711,1
0.437147066,1.091209665,1
3.268920201,1.393508568,1
3.304421475,2.962107986,1
5.061291685,3.426143318,1
2.996816913,1.635205545,1
0.1645850633,1.439192026,1
3.436965888,2.22987204,1
1.816832758,0.8775353002,1
1.970670887,2.254745576,1
3.760319235,3.399662619,1
-0.1355583374,0.5617836524,1
-0.6521689311,1.030310607,1
-0.9589187887,0.8441088846,1
0.1837784499,2.288235133,1
-0.5699109105,0.9906957902,1
0.3298516404,0.4685332189,1
-0.3177983032,0.271389559,1
0.5516458145,2.760295844,1
1.002184106,2.587039011,1
-0.3053347892,1.333098758,1
1.440729008,1.841366505,1
3.319928829,2.503790556,1
3.743697324,2.55649089,1
-0.08539346464,1.851000166,1
-0.2128055118,0.4681815999,1
2.63899872,2.837197763,1
0.4524863273,1.612471677,1
2.214690078,1.2792505,1
-1.925696359,0.7447151031,1
1.007003426,1.635594445,1
1.707067634,2.21584872,1
1.454586991,2.694459064,1
2.239305324,1.333933232,1
3.112183501,1.47692401,1
-0.9919232846,0.8666463344,1
2.860444263,3.75395467,1
0.04518965997,0.4021864866,1
1.363463563,3.022976016,1
1.503199536,1.395479681,1
1.275597548,2.995055524,1
1.610070531,0.6385924796,1
1.252196541,1.420461043,1
0.3709008703,2.241322635,1
2.277687957,3.55782879,1
0.5181411632,2.415879521,1
2.24368502,2.477054382,1
1.379308794,1.14036176,1
0.9624264671,2.011085822,1
1.697206955,3.041960916,1
-1.262675417,1.277104433,1
-0.8426850202,3.172786985,1
3.048733334,3.341855211,1
-0.5095221153,0.4402802159,1
1.154895469,0.7345895337,1
1.866635215,2.51571262,1
0.3234914635,2.083417676,1
2.944534498,0.543159764,1
3.714358924,3.58285704,1
0.5696024551,0.08141055969,1
2.737195066,2.440466545,1
1.808215372,3.71784417,1
1.171092758,1.269280218,1
-2.412613627,1.984889355,1
1.055852901,2.593267794,1
0.9710951619,2.02929329,1
1.394540567,2.529487047,1
-0.1942049998,0.6976273371,1
-0.9589277463,0.6278099085,1
-0.3475668424,1.745101936,1
0.1704373117,-0.008945502709,1
1.26507007,2.121363782,1
-1.325685758,1.890072654,1
1.855083655,2.019302936,1
-1.331432649,-0.2949406597,1
1.070185609,2.474457735,1
2.224805759,1.339145362,1
-1.508272718,0.4975681981,1
0.6027012463,1.385537785,1
2.36564319,1.137449616,1
3.309701511,3.677940884,1
2.52496484,0.1317602605,1
1.041518289,1.804797247,1
1.129397561,2.503147567,1
1.844915265,3.26439221,1
0.2814659658,-0.661771435,1
-0.1683075989,1.165146366,1
1.204781949,0.6911360079,1
1.804594222,1.719643193,1
-0.117368025,2.149023314,1
1.013961207,3.136476361,1
2.539789049,0.1699058457,1
0.895889905,2.403488069,1
0.04555371457,1.673481135,1
1.236451125,2.12052038,1
-0.4371390457,2.804421366,1
1.393064445,2.863861668,1
-0.879696595,2.0344615,1
1.753206677,1.023247032,1
-0.6580618849,3.177032229,1
0.498866007,1.963715975,1
1.800023831,2.550842979,1
1.467070316,1.770748002,1
1.886504718,1.183561675,1
1.738756595,2.163722711,1
-0.06952041819,1.329794577,1
-0.3677222548,1.574259002,1
1.278854562,1.303749085,1
1.606382453,0.9057321979,1
1.371055986,2.276292485,1
3.219199496,3.431095036,1
0.3576376854,1.031665149,1
-1.752424221,0.05023436903,1
-0.8153999586,1.598535853,1
1.351042094,1.401536995,1
-0.557529668,2.018798129,1
1.805620072,2.456765449,1
2.707227503,1.710357745,1
-0.1476816018,1.541757861,1
0.5790852793,-0.1694420159,1
-1.326885468,0.8281871759,1
0.371610667,1.784933363,1
4.103102989,1.574250244,1
-0.1912128723,1.208172692,1
-0.1245508313,3.311775645,1
2.12656352,1.722159089,1
-2.005192507,-1.480678545,1
0.4825650689,0.9747183889,1
2.345731235,1.894779696,1
1.787270346,2.557092157,1
-1.203891628,1.233191294,1
3.453840849,2.951062796,1
0.8393095359,2.163842005,1
0.3523343097,1.164788817,1
3.663508433,1.291878295,1
2.739870483,1.822050498,1
3.735942297,2.300081964,1
-0.2822005462,1.871934459,1
0.01081952852,0.6140733518,1
0.8403825241,0.3313706151,1
0.07154963037,0.4187235927,1
-2.069970578,2.037148192,1
0.2066935195,1.528286397,1
3.224945484,1.746240015,1
2.147586257,1.593531468,1
1.240744187,0.5530441483,1
1.490582217,1.437137889,1
-0.821790404,1.825915384,1
4.000700183,0.8537826611,1
0.4043420819,-0.2875479176,1
0.4446282012,1.806187224,1
0.3020185732,1.426984599,1
3.228302638,2.312638359,1
0.8516132135,1.64433599,1
1.056145179,0.9314866929,1
3.144026661,2.307716846,1
1.854840884,2.734239013,1
0.000573075108,0.186853194,1
-0.4441284964,2.307264731,1
3.116740202,2.125760099,1
0.6650133744,1.05828844,1
-0.5791679021,0.6528384344,1
-0.9195600023,1.174844278,1
1.546014595,2.913577295,1
0.7262653625,3.913695434,0
4.159679363,3.897336314,0
2.644865105,2.674962226,0
4.491174269,2.974720149,0
3.769292335,2.196408802,0
5.086512769,-2.649592645,0
3.061989765,1.650115009,0
1.940445126,3.399064593,0
3.763458379,0.9505213546,0
-0.6455184128,3.552434216,0
1.009849253,2.430351198,0
2.121594179,4.728913091,0
4.745751512,3.141068811,0
2.956212786,0.125684236,0
3.833801002,2.615353387,0
2.026193099,3.903362718,0
3.085167307,0.4187217865,0
2.263914893,4.604292801,0
4.321733106,0.376471095,0
4.686577002,2.487280649,0
2.883359893,4.513997892,0
2.762509411,3.064931278,0
5.413494742,4.470492729,0
4.747956603,1.227928789,0
2.84017095,5.8064704,0
0.7666614359,1.11122954,0
3.701878125,-1.13090796,0
7.669991093,2.552928599,0
0.7722155046,5.03710393,0
1.683682269,1.004675912,0
3.700487192,2.879904582,0
0.6850805482,5.269747575,0
2.717478713,5.660049649,0
1.915716467,2.864516849,0
3.063948987,2.920198112,0
2.862892928,-1.202107981,0
1.63768953,1.009456156,0
0.2554653644,4.431888103,0
2.771508445,5.241022411,0
1.754738404,4.684079449,0
3.001614359,0.7781924426,0
3.043287896,2.159338162,0
2.873912436,1.499408713,0
3.159597356,2.655227138,0
2.985234026,2.054286786,0
2.017951288,-0.9658798665,0
4.241437957,2.441114669,0
5.527190751,2.47596697,0
3.096184706,2.748690625,0
4.088597118,4.754396601,0
2.589239522,2.884255644,0
3.065399316,4.44763438,0
1.398797058,3.107901146,0
2.789638508,1.292050049,0
3.39713368,0.5047412815,0
0.2288170369,3.06332855,0
1.052847964,3.895697691,0
2.652321471,3.928706037,0
3.720570865,2.108270491,0
5.940294751,0.3857008481,0
3.54781491,-0.5031408152,0
1.984428825,1.532851898,0
1.763356795,3.008294286,0
3.008938303,4.997433318,0
0.035735481,0.5469348974,0
2.303942203,4.636813131,0
-0.8431886277,4.236644359,0
1.45169121,2.920714925,0
3.132858059,3.494410307,0
4.237056404,2.825688306,0
5.118628174,4.842780679,0
4.114067694,3.931615899,0
5.797192104,3.527575434,0
4.150033323,2.369097287,0
4.387399942,2.338434786,0
3.241959131,4.533083129,0
4.281645596,4.255387339,0
2.580344848,3.932368784,0
3.726828461,5.334689395,0
4.270213071,3.064695024,0
1.396965897,2.147195671,0
3.069813049,3.659628927,0
3.198327272,2.410067339,0
2.314241326,3.357250045,0
6.389557581,4.114846973,0
3.254514827,2.094310532,0
2.937034171,0.1054760412,0
4.910986806,3.89362374,0
4.762299244,0.6730666621,0
3.082487269,2.217487259,0
1.621047001,5.362408784,0
2.042593418,1.728299008,0
1.826910002,2.541699444,0
5.272377789,-0.4417658017,0
5.16892317,2.609113577,0
2.638666354,3.685329064,0
1.624119806,3.434864014,0
4.72924654,1.930492894,0
3.744609295,4.28807258,0
2.366603291,4.03098557,0
3.664542581,2.826690768,0
3.414763723,2.845808017,0
4.421965508,3.263653013,0
3.575607041,0.8382505325,0
1.660352096,3.337985911,0
3.007488351,3.000973071,0
3.049135344,2.708030003,0
4.262857693,5.833360815,0
3.678946805,0.3691162728,0
3.212575239,4.774157698,0
3.686140014,3.383419157,0
2.368047934,3.319424656,0
3.211582865,3.310168505,0
3.217995292,3.906164883,0
2.141937775,5.496274181,0
1.940201609,3.523424794,0
0.2571816557,2.418735873,0
6.755225919,4.295333583,0
4.062658967,4.445358384,0
3.595178843,-0.2201260393,0
5.190833358,2.775317199,0
-1.691329097,3.009201627,0
2.946111525,1.547660864,0
4.664391996,0.5079333337,0
3.898850256,1.27953181,0
2.422072767,4.382863179,0
4.158864935,4.771045466,0
2.254942639,4.14400844,0
5.129149118,5.779620668,0
1.475807861,2.65703973,0
1.527674152,3.866915155,0
3.185291246,1.827185134,0
2.942463605,2.007005484,0
4.10863707,2.326502223,0
0.5297074902,1.569695348,0
3.612845564,4.385452709,0
4.490290193,1.96676952,0
4.180733652,2.158848641,0
0.5240601571,4.402226766,0
2.943990255,3.810363033,0
3.968694523,2.706839668,0
-0.4538073283,2.538234545,0
4.665132288,1.088080955,0
6.036313812,1.639201832,0
3.096477656,2.412711987,0
0.2074897525,1.206026808,0
1.633547526,3.215965941,0
3.151006897,2.753334793,0
1.500448335,4.381043747,0
2.979324086,3.076328906,0
3.772374069,3.331499141,0
4.322139421,3.007300102,0
1.032679993,2.26367433,0
1.639825058,0.8438519062,0
4.210877126,-0.4869910284,0
4.268954244,3.911692857,0
4.483755267,1.885560035,0
5.983068436,3.000761586,0
3.961101538,4.493057982,0
1.294817166,2.004196987,0
2.661508022,3.569150318,0
1.088124555,3.628453061,0
1.681837429,5.417468474,0
2.016019158,0.2511539474,0
0.06837521727,4.507547297,0
3.197957344,3.583765531,0
2.004489078,3.922427254,0
3.502308795,2.849127243,0
2.541485359,2.722457512,0
1.935252753,3.596641944,0
2.363499533,5.307404761,0
4.151684031,-0.2617703142,0
3.932833652,3.163911587,0
3.910107208,4.585691819,0
4.572021848,2.650937523,0
2.500640161,2.828347138,0
4.408714102,5.419211921,0
4.653903463,3.84295858,0
1.830561122,2.375796954,0
8.272283028,0.7037143217,0
3.861510204,2.844395606,0
-0.004471805414,4.456920223,0
2.712002685,4.852634888,0
3.148127229,3.446106907,0
1.975005082,4.871747485,0
5.346561924,1.578326684,0
4.017437036,3.359915597,0
1.126026637,3.204111407,0
2.898093736,2.45568598,0
3.665178243,2.984519271,0
2.419902289,1.898918588,0
3.380513553,2.518754136,0
3.594627749,0.8161314231,0
0.5928453557,3.426856662,0
3.558098909,0.7780104136,0
1.943339801,3.704344394,0
2.957959077,2.812428103,0
1.080092727,-0.5228138503,0
3.298789213,2.856485346,0
3.157996603,1.427598612,0
3.738475269,2.336361529,0
2.734070909,3.018220871,0
0.0232679142,3.170906556,0
4.147274108,2.885026029,0
-1.118249668,3.679894613,0
1.959436215,4.04147286,0
2.981429886,1.760556137,0
3.685477491,4.041383177,0
1.661912765,3.663042447,0
4.615507661,1.877672465,0
3.564518766,5.377414722,0
2.944554063,2.412337072,0
1.31985018,2.25821539,0
3.052744504,3.750678764,0
3.102051567,2.237231984,0
2.456274101,1.684493215,0
1.741427003,3.497613052,0
5.80441069,1.333959118,0
1.925776023,2.198521301,0
2.088975659,2.73807628,0
3.847517189,-0.02159842568,0
2.897992151,3.329619131,0
3.522009974,1.511489194,0
-1.528528835,6.950622805,0
1.658373893,2.039534042,0
3.529476953,-0.8069690055,0
2.406433636,2.301721807,0
2.844007794,2.751145173,0
2.174320856,2.398138397,0
3.40050528,2.313714338,0
3.467984026,2.459263937,0
4.63116406,3.367306522,0
1.05644818,3.750981971,0
3.211193427,0.2099513912,0
2.298566924,0.1835938954,0
4.26395716,1.999263728,0
2.401231602,0.6023837928,0
3.956362512,4.43641707,0
4.462098196,4.681632812,0
3.518681288,3.791833275,0
-0.7198708889,0.7812261243,0
1.804389235,2.953585266,0
3.230840165,-0.3426695873,0
2.708267077,2.38737203,0
-0.3115370366,2.471758723,0
3.258877384,1.004076268,0
6.594212104,3.251730035,0
3.866480094,1.535052611,0
1.36571574,2.727032386,0
3.898660969,5.793731183,0
2.814798101,3.874450991,0
2.583434945,0.9925923018,0
3.449414382,2.285092638,0
3.541490002,2.819290134,0
3.777932563,2.370762616,0
5.554421556,2.172144766,0
2.093599219,3.504659261,0
1.343637989,1.318378592,0
0.4332679574,-0.1561681556,0
5.175985798,2.188663092,0
2.443861268,3.889013453,0
4.687413247,4.112837204,0
2.861122538,4.430455867,0
4.423845539,4.320478117,0
4.302172212,0.2656401258,0
1.153363899,0.7947418095,0
0.3002197159,5.960926459,0
1.838609914,2.649160864,0
1.074562776,5.639455221,0
4.106511476,0.9955665013,0
5.471918539,0.5519278307,0
2.227648128,3.459887526,0
2.018768656,2.417085495,0
0.2536373493,2.390331138,0
4.069344877,2.756054169,0
4.192010795,5.386400718,0
4.486625601,1.644341549,0
4.441981799,2.587377309,0
4.304102631,3.174206355,0
5.465576155,2.852069296,0
0.9604707196,3.070723308,0
2.968072737,5.58474879,0
2.330104812,3.350048323,0
4.934777275,4.248636426,0
0.7899373524,1.116453937,0
1.825293889,3.510655638,0
1.884464861,4.836647957,0
1.776195737,2.300306421,0
2.120353322,2.726352323,0
3.466998667,3.035240037,0
4.808992979,4.41467771,0
1.878077932,1.461668256,0
2.771537181,3.032944067,0
2.507460556,2.203745093,0
0.3823972283,3.966807806,0
-0.2169219674,3.26404242,0
3.34886826,-0.6285534405,0
3.692644528,5.523132197,0
4.303655534,2.207923432,0
4.446548435,2.445999353,0
